Date,EURTRY=X,TRYUSD=X,GBPTRY=X,USDEUR=X,USDGBP=X,JPYUSD=X,GBPEUR=X,TRYCHF=X,CHFUSD=X,CHFEUR=X,TRYDKK=X,TRYJPY=X,CADUSD=X,DKKUSD=X,NOKUSD=X,SEKUSD=X,JPYEUR=X,USDAUD=X
2010-02-01,2.0646,0.6746270000000001,2.3646,0.7180300000000001,0.6268600000000001,0.011018,1.145,0.7114699999999999,0.9466110000000001,0.67956,3.6001,60.98,0.9418860000000001,0.18707000000000001,0.170931,0.137901,0.007909999999999999,1.1211
2010-02-02,2.0774,0.672676,2.3774,0.7155,0.62531,0.011059000000000001,1.1439,0.7083699999999999,0.9481370000000001,0.67828,3.5778,60.59,0.9459129999999999,0.18778599999999998,0.17161500000000002,0.138519,0.007909999999999999,1.127
2010-02-03,2.0754,0.6702859999999999,2.3764,0.71937,0.6281399999999999,0.011008,1.1447,0.7076600000000001,0.94509,0.67972,3.5809,60.610001000000004,0.9417969999999999,0.186727,0.17058199999999998,0.13765,0.00792,1.1335
2010-02-04,2.089,0.657505,2.3969,0.72754,0.63412,0.011184,1.147,0.69993,0.9384379999999999,0.6826800000000001,3.5577,58.529999,0.9328360000000001,0.184696,0.167957,0.134666,0.008140000000000001,1.1508
2010-02-05,2.0906,0.654579,2.3906,0.7309899999999999,0.63865,0.011208,1.1431,0.7006600000000001,0.9326620000000001,0.6812,3.5552,58.060001,0.933794,0.183864,0.16708399999999998,0.134519,0.008190000000000001,1.1513
2010-02-08,2.0769,0.656944,2.3687,0.73235,0.6420100000000001,0.011208,1.1401,0.70417,0.93214,0.68255,3.5783,58.419998,0.9305959999999999,0.183456,0.16733900000000002,0.13436199999999998,0.00821,1.1581
2010-02-09,2.0769,0.66357,2.3649,0.72558,0.6371899999999999,0.01114,1.1384,0.7057100000000001,0.9387909999999999,0.68107,3.5787,59.27,0.937032,0.185158,0.16958099999999998,0.13652999999999998,0.00808,1.1396
2010-02-10,2.0856,0.659979,2.3667,0.7271,0.64053,0.01112,1.135,0.70205,0.9377340000000001,0.68177,3.5638,59.09,0.9416200000000001,0.18474000000000002,0.169486,0.13721,0.00808,1.1405
2010-02-11,2.0676,0.661813,2.372,0.7309,0.63686,0.011134999999999999,1.147,0.70753,0.933968,0.6822199999999999,3.5947,59.220001,0.9522,0.18383,0.169786,0.13836800000000002,0.008140000000000001,1.1233
2010-02-12,2.0645,0.660415,2.3775,0.73341,0.63702,0.011117,1.1507,0.70931,0.9301459999999999,0.68208,3.5998,58.990002000000004,0.951973,0.183201,0.169549,0.138301,0.00815,1.1245
2010-02-15,2.0613,0.6597609999999999,2.3743,0.7351300000000001,0.6382800000000001,0.011105,1.1516,0.70973,0.9285049999999999,0.6822699999999999,3.6046,59.25,0.9531430000000001,0.182772,0.16915,0.138148,0.008159999999999999,1.1245
2010-02-16,2.0717,0.664319,2.3762,0.72637,0.63331,0.011081,1.1466,0.70709,0.938262,0.68142,3.5867,59.790001000000004,0.958405,0.184951,0.171007,0.139256,0.00805,1.1095
2010-02-17,2.0561,0.6616380000000001,2.3698,0.73492,0.63767,0.010983,1.1521,0.71196,0.928005,0.6819,3.614,60.189999,0.9558399999999999,0.182812,0.170042,0.138735,0.00807,1.1127
2010-02-18,2.0529,0.655566,2.3517,0.7428600000000001,0.6483800000000001,0.010872,1.1453,0.71209,0.9193709999999999,0.6827300000000001,3.6195,60.16,0.9521,0.18086300000000002,0.166758,0.137248,0.00807,1.124
2010-02-19,2.0576,0.661726,2.3384,0.73448,0.64666,0.010924,1.1364,0.71045,0.929541,0.68278,3.6109,60.5,0.9622790000000001,0.183009,0.168464,0.138677,0.008020000000000001,1.1111
2010-02-22,2.081,0.654065,2.37,0.7349899999999999,0.64572,0.010961,1.1387,0.70181,0.9298,0.68348,3.5708,59.529999,0.9595090000000001,0.182839,0.169483,0.138985,0.00806,1.1109
2010-02-23,2.0982,0.644912,2.3962,0.73926,0.64742,0.011091,1.1415,0.6966100000000001,0.9240440000000001,0.683,3.5412,58.02,0.947867,0.181815,0.168211,0.13786099999999998,0.0082,1.1201
2010-02-24,2.0958,0.646412,2.3853,0.73838,0.64863,0.011077,1.1379,0.69728,0.925241,0.68306,3.5455,58.330002,0.949938,0.18198699999999998,0.168714,0.13883900000000002,0.00818,1.1181
2010-02-25,2.094,0.646663,2.3575,0.7387699999999999,0.656,0.011202,1.1258,0.69776,0.924984,0.68315,3.5483,57.360001000000004,0.9425959999999999,0.181869,0.16858299999999998,0.139121,0.00828,1.128
2010-02-26,2.1072,0.6467470000000001,2.3553,0.7336199999999999,0.6562100000000001,0.011245999999999999,1.1166,0.69311,0.9317059999999999,0.68348,3.526,57.27,0.9510219999999999,0.18315399999999998,0.169311,0.140501,0.00825,1.1162
2010-03-01,2.0835,0.651169,2.2993,0.73735,0.66761,0.011217,1.1037,0.70133,0.926784,0.68314,3.5661,57.880001,0.9602459999999999,0.182279,0.168506,0.139406,0.00827,1.1105
2010-03-02,2.0886,0.651933,2.3057,0.73418,0.66542,0.011269,1.1028,0.6995100000000001,0.9310120000000001,0.68328,3.5573,57.75,0.966641,0.183009,0.16888499999999998,0.139523,0.00827,1.105
2010-03-03,2.1062,0.65066,2.3208,0.7298399999999999,0.6621199999999999,0.011290999999999999,1.1018,0.69335,0.936768,0.68353,3.5277,57.41,0.9691799999999999,0.18413800000000002,0.170401,0.140013,0.00824,1.1047
2010-03-04,2.1064,0.644828,2.3313,0.73616,0.6650699999999999,0.011216,1.1065,0.69333,0.9285049999999999,0.6835600000000001,3.5273,57.400002,0.969744,0.182508,0.16883299999999998,0.139819,0.00826,1.1114
2010-03-05,2.0934,0.650745,2.3243,0.73373,0.66081,0.011084,1.1111,0.69789,0.9301459999999999,0.68325,3.5491,58.630001,0.9720059999999999,0.18313,0.169578,0.140655,0.00813,1.1014
2010-03-08,2.0845,0.653296,2.3022,0.73438,0.66481,0.011076,1.1042,0.70055,0.931099,0.68357,3.564,58.689999,0.972857,0.183066,0.16960699999999998,0.14068699999999998,0.00813,1.1009
2010-03-09,2.0864,0.652401,2.3016,0.73492,0.66594,0.011112,1.1032,0.69958,0.930839,0.6839,3.5606,58.5,0.973899,0.182855,0.169655,0.140156,0.008159999999999999,1.0924
2010-03-10,2.0912,0.652827,2.293,0.7329600000000001,0.668,0.011053,1.0968,0.6974199999999999,0.9341430000000001,0.68442,3.5526,58.740002000000004,0.9752290000000001,0.183385,0.170192,0.140388,0.0081,1.0942
2010-03-11,2.0959,0.6531680000000001,2.3077,0.7307100000000001,0.6634800000000001,0.011032,1.1008,0.6963199999999999,0.936154,0.68396,3.5444,58.950001,0.9770399999999999,0.183927,0.170619,0.14060899999999998,0.00806,1.0922
2010-03-12,2.1024,0.654879,2.3224,0.72622,0.6572,0.011045000000000001,1.1031,0.69153,0.946342,0.68653,3.5335,59.150002,0.9814510000000001,0.185106,0.171821,0.141991,0.008020000000000001,1.093
2010-03-15,2.0881,0.655179,2.2978,0.7311300000000001,0.6642600000000001,0.011072,1.1004,0.69428,0.9420629999999999,0.6885899999999999,3.5578,58.93,0.9814510000000001,0.183834,0.170416,0.140645,0.00809,1.0945
2010-03-16,2.0934,0.657808,2.316,0.72628,0.6563,0.011075,1.1062,0.6927800000000001,0.9477780000000001,0.68818,3.5484,59.16,0.986875,0.18506,0.17164400000000002,0.141523,0.00804,1.0881
2010-03-17,2.0774,0.661813,2.3156,0.7278899999999999,0.65283,0.011062,1.1144,0.69597,0.9485870000000001,0.6903699999999999,3.5758,59.610001000000004,0.9899030000000001,0.184665,0.171898,0.14136700000000002,0.00805,1.0828
2010-03-18,2.078,0.6553939999999999,2.3274,0.73454,0.65558,0.011052,1.1202,0.6915399999999999,0.946074,0.6946100000000001,3.5748,59.080002,0.986582,0.18296600000000002,0.170558,0.140376,0.00812,1.0855
2010-03-19,2.0776,0.651721,2.3052,0.7387199999999999,0.66587,0.011047,1.1091,0.69016,0.94304,0.69609,3.5753,58.830002,0.983768,0.182013,0.169291,0.139587,0.008159999999999999,1.0915
2010-03-22,2.0871,0.650787,2.3242,0.7370800000000001,0.6619,0.011068999999999999,1.1133,0.68613,0.945564,0.69682,3.5586,58.389998999999996,0.983468,0.182362,0.16892200000000002,0.139212,0.008159999999999999,1.0887
2010-03-23,2.0708,0.650618,2.3088,0.7425,0.66572,0.011066,1.1149,0.68571,0.945984,0.7022,3.5834,58.529999,0.983836,0.181005,0.16805599999999998,0.13888699999999998,0.00822,1.0894
2010-03-24,2.0628,0.6450779999999999,2.3056,0.75013,0.67119,0.010868000000000001,1.1174,0.69118,0.933097,0.69976,3.5995,59.200001,0.9770399999999999,0.179224,0.16581500000000002,0.13736099999999998,0.00815,1.0966
2010-03-25,2.0512,0.64813,2.2889,0.75148,0.6736300000000001,0.010809000000000001,1.1155,0.69399,0.933184,0.70111,3.6213,59.740002000000004,0.976858,0.178843,0.16449,0.137521,0.00813,1.1006
2010-03-26,2.0609,0.651508,2.2897,0.74571,0.67123,0.01081,1.1107,0.69179,0.939232,0.69994,3.6037,60.009997999999996,0.9744120000000001,0.180239,0.165588,0.13778800000000002,0.00806,1.1057
2010-03-29,2.0612,0.654836,2.2906,0.74178,0.66747,0.010812,1.111,0.6939,0.941265,0.69813,3.6059,60.400002,0.9791350000000001,0.181153,0.168095,0.138053,0.008020000000000001,1.0908
2010-03-30,2.0543,0.654407,2.3072,0.74493,0.6633899999999999,0.010773999999999999,1.1225,0.69538,0.938262,0.69881,3.6185,60.400002,0.9814510000000001,0.180296,0.167098,0.137552,0.008029999999999999,1.0886
2010-03-31,2.0494,0.659805,2.3016,0.7403,0.6586,0.010693000000000001,1.1238,0.69323,0.9490729999999999,0.7025399999999999,3.6256,61.369999,0.98464,0.181478,0.168364,0.138587,0.007909999999999999,1.0922
2010-04-01,2.0585,0.660284,2.3166,0.73616,0.65394,0.010655,1.1256,0.69482,0.948362,0.69812,3.6119,61.639998999999996,0.991768,0.182498,0.169036,0.139807,0.00784,1.0862
2010-04-02,2.044,0.660895,2.2998,0.74047,0.65746,0.010579,1.126,0.69934,0.942507,0.6975,3.6359,62.419998,0.9899030000000001,0.181518,0.16863399999999998,0.13936500000000002,0.00783,1.0874
2010-04-05,2.0331,0.663967,2.3048,0.74134,0.65368,0.010601000000000001,1.1338,0.70343,0.941442,0.69798,3.6564,62.290001000000004,0.9981040000000001,0.18118599999999999,0.168472,0.139456,0.007859999999999999,1.0859
2010-04-06,2.0147,0.665115,2.296,0.74616,0.65484,0.010662,1.1391,0.70944,0.9357690000000001,0.69826,3.688,62.080002,0.999101,0.180073,0.16805,0.138949,0.00796,1.0778
2010-04-07,1.9997,0.667557,2.2832,0.74915,0.65608,0.010717,1.1413,0.71545,0.9317059999999999,0.69789,3.7173,62.150002,0.995718,0.179337,0.167754,0.137996,0.008029999999999999,1.0785
2010-04-08,1.9996,0.6692100000000001,2.2873,0.74844,0.65432,0.010704,1.1436,0.71577,0.9318360000000001,0.6974,3.7161,62.169998,0.998602,0.17949500000000002,0.168214,0.138324,0.00801,1.0764
2010-04-09,2.0024,0.672269,2.28,0.74069,0.65062,0.010734,1.1384,0.71317,0.93791,0.69493,3.6895,62.389998999999996,0.997705,0.18137999999999999,0.169463,0.13927799999999999,0.00795,1.0712
2010-04-12,2.0217,0.672812,2.2865,0.73551,0.65045,0.010731999999999998,1.1305,0.7116899999999999,0.943931,0.69425,3.6783,62.52,0.9973069999999999,0.182668,0.170002,0.1394,0.007890000000000001,1.0792
2010-04-13,2.0213,0.673355,2.2836,0.73483,0.6502899999999999,0.010731999999999998,1.1295,0.709,0.948407,0.69667,3.6771,62.650002,0.998602,0.182862,0.17025,0.13989300000000002,0.00788,1.0776
2010-04-14,2.0141,0.678334,2.2791,0.73228,0.64632,0.010716,1.1327,0.71227,0.951149,0.69638,3.6922,63.209998999999996,1.001703,0.183476,0.171057,0.140631,0.00785,1.0684
2010-04-15,1.9965,0.6793939999999999,2.2714,0.7367,0.6466,0.010748,1.1391,0.71764,0.9466110000000001,0.6973,3.7248,63.150002,0.9981040000000001,0.182382,0.17094,0.140072,0.00792,1.0707
2010-04-16,2.0014,0.6751739999999999,2.2735,0.74052,0.65087,0.010851999999999999,1.1374,0.71502,0.942241,0.6976899999999999,3.7139,62.029999,0.987459,0.181488,0.16981400000000002,0.138972,0.008029999999999999,1.0819
2010-04-19,2.0104,0.671096,2.2857,0.74144,0.65209,0.010815,1.1366,0.7125199999999999,0.9408219999999999,0.6973600000000001,3.6983,61.84,0.9858040000000001,0.181233,0.169325,0.13943699999999998,0.008020000000000001,1.0806
2010-04-20,1.9966,0.673038,2.2831,0.74432,0.65088,0.010733,1.1433,0.7175600000000001,0.936067,0.69648,3.7203,62.560001,1.002104,0.180561,0.169535,0.13988399999999998,0.00799,1.0737
2010-04-21,1.9838,0.675219,2.2838,0.74683,0.64879,0.010745999999999999,1.151,0.72087,0.934579,0.6976899999999999,3.7443,62.669998,1.001001,0.179931,0.169299,0.139225,0.008020000000000001,1.0781
2010-04-22,1.974,0.672766,2.2869,0.75358,0.65045,0.010707,1.1582,0.72435,0.926097,0.6977300000000001,3.7627,62.380001,0.998403,0.178339,0.168572,0.138019,0.00807,1.0802
2010-04-23,1.9832,0.6753560000000001,2.2791,0.74716,0.6501100000000001,0.010643999999999999,1.1488,0.72315,0.932923,0.69648,3.7491,63.209998999999996,1.001001,0.17987899999999998,0.169924,0.139558,0.00795,1.0777
2010-04-26,1.9739,0.6792560000000001,2.278,0.7462,0.6465,0.01065,1.154,0.72629,0.9336110000000001,0.69644,3.7653,63.669998,0.9998,0.18010199999999998,0.170978,0.140034,0.00795,1.0778
2010-04-27,1.9808,0.665425,2.2931,0.75926,0.65584,0.010736,1.1572,0.7221,0.9193370000000001,0.6978,3.7506,61.75,0.9845430000000001,0.177026,0.16827899999999998,0.137274,0.00815,1.091
2010-04-28,1.9776,0.668583,2.2707,0.75684,0.65771,0.010643000000000001,1.1505,0.72354,0.9218290000000001,0.6975,3.7567,62.610001000000004,0.990001,0.177554,0.168022,0.137351,0.00806,1.0815
2010-04-29,1.9668,0.675128,2.2772,0.75398,0.6512100000000001,0.010637,1.1575,0.72842,0.9244709999999999,0.69681,3.7785,63.209998999999996,0.996016,0.17824,0.169443,0.138207,0.008020000000000001,1.0743
2010-04-30,1.9727,0.6720430000000001,2.27,0.7519899999999999,0.65359,0.010657999999999999,1.1485,0.72523,0.9297139999999999,0.69798,3.7672,63.459998999999996,0.982318,0.17869300000000002,0.169405,0.138041,0.00801,1.0813
2010-05-03,1.967,0.671231,2.2723,0.75758,0.65577,0.010561,1.155,0.72687,0.921319,0.69793,3.7765,63.310001,0.9893149999999999,0.17734,0.168657,0.137569,0.008,1.0789
2010-05-04,1.9733,0.657808,2.3022,0.77137,0.66103,0.010559,1.1663,0.72449,0.9051170000000001,0.69793,3.7645,61.869999,0.9758950000000001,0.17421,0.165752,0.13477999999999998,0.008140000000000001,1.0994
2010-05-05,1.9669,0.651466,2.3176,0.7803399999999999,0.6623399999999999,0.010662999999999999,1.178,0.7257899999999999,0.8946139999999999,0.69793,3.7713,60.939999,0.970403,0.172179,0.16433,0.13186199999999998,0.008320000000000001,1.1028
2010-05-06,2.0032,0.629129,2.3578,0.7915800000000001,0.67277,0.011009999999999999,1.1766,0.69514,0.897908,0.7108800000000001,3.6792,56.59,0.9510219999999999,0.169655,0.159849,0.128647,0.00872,1.1279
2010-05-07,1.9895,0.64041,2.3072,0.78394,0.67645,0.010919,1.1628,0.70885,0.9009010000000001,0.70731,3.7341,58.450001,0.959325,0.171441,0.160803,0.130804,0.00856,1.1261
2010-05-10,1.9487,0.655738,2.2587,0.78252,0.67286,0.010731999999999998,1.1625,0.72588,0.901307,0.70508,3.8092,60.970001,0.976181,0.171756,0.162827,0.132882,0.0084,1.108
2010-05-11,1.938,0.652699,2.2895,0.79177,0.6702,0.010812,1.1812,0.72318,0.8995639999999999,0.712,3.8331,60.189999,0.9790479999999999,0.169701,0.161322,0.131055,0.00856,1.1178
2010-05-12,1.9262,0.6566850000000001,2.2613,0.7912,0.67399,0.010733,1.1736,0.72696,0.9008200000000001,0.7126899999999999,3.8556,61.040001000000004,0.981643,0.169874,0.162707,0.132543,0.008490000000000001,1.1171
2010-05-13,1.9081,0.657246,2.2175,0.79738,0.68428,0.010779,1.165,0.73316,0.8950950000000001,0.71362,3.8933,60.860001000000004,0.979144,0.16858599999999999,0.161859,0.131232,0.00859,1.1167
2010-05-14,1.9083,0.6482979999999999,2.2379,0.80906,0.68785,0.010815,1.1761,0.7315,0.8824569999999999,0.71372,3.8852,59.73,0.9659969999999999,0.16630599999999998,0.16053900000000002,0.129219,0.00875,1.1285
2010-05-17,1.9107,0.6486350000000001,2.2287,0.80691,0.6906,0.010805,1.1682,0.7327,0.883634,0.71297,3.887,59.91,0.968148,0.16655799999999998,0.160852,0.129663,0.00872,1.1396
2010-05-18,1.9004,0.640533,2.2309,0.82109,0.6994600000000001,0.010881,1.1735,0.73588,0.869717,0.7139800000000001,3.9092,58.77,0.960938,0.16370099999999999,0.157374,0.12729100000000002,0.00893,1.1604
2010-05-19,1.9524,0.635203,2.2708,0.80688,0.6936399999999999,0.010924,1.1628,0.73048,0.867814,0.70005,3.8057,58.009997999999996,0.9582579999999999,0.16659200000000002,0.156077,0.12805899999999998,0.00881,1.1797
2010-05-20,1.9933,0.6265270000000001,2.2909,0.80135,0.69694,0.011189,1.1488,0.7181,0.8695649999999999,0.69614,3.7223,55.799999,0.9334450000000001,0.167735,0.153417,0.12557000000000001,0.00896,1.2294
2010-05-21,1.9815,0.6347189999999999,2.2737,0.79573,0.6905600000000001,0.011113,1.1494,0.72833,0.8711559999999999,0.6916100000000001,3.7511,57.0,0.94509,0.168976,0.15523900000000002,0.128452,0.00883,1.2008
2010-05-24,1.9468,0.63484,2.2711,0.80972,0.69401,0.011087999999999999,1.1664,0.73487,0.8626790000000001,0.6985100000000001,3.8198,57.16,0.9410879999999999,0.165937,0.153553,0.126723,0.00897,1.2124
2010-05-25,1.9521,0.633433,2.2705,0.80998,0.69372,0.01107,1.1671,0.73124,0.8641549999999999,0.69994,3.8091,57.07,0.936593,0.165948,0.152532,0.12623900000000002,0.00897,1.2078
2010-05-26,1.9306,0.6307159999999999,2.2803,0.8214899999999999,0.69522,0.011115,1.1814,0.72896,0.862143,0.70791,3.8412,56.310001,0.934579,0.163677,0.151559,0.124635,0.00913,1.2109
2010-05-27,1.9216,0.642178,2.2655,0.80985,0.68679,0.011004,1.1785,0.73721,0.867303,0.70234,3.8528,57.93,0.952472,0.165959,0.15509900000000001,0.12697,0.00891,1.1806
2010-05-28,1.9218,0.6388550000000001,2.2601,0.8147300000000001,0.6919,0.010983,1.1773,0.73928,0.8627379999999999,0.70294,3.8664,58.02,0.948767,0.16501400000000002,0.153988,0.127476,0.00895,1.1801
2010-05-31,1.9311,0.636213,2.2777,0.81381,0.68861,0.010966,1.1815,0.73425,0.864828,0.70368,3.8447,57.830002,0.9586809999999999,0.165164,0.154772,0.127849,0.00892,1.1812
2010-06-01,1.9349,0.632191,2.3189,0.8174600000000001,0.6818,0.010976999999999999,1.1984,0.7297100000000001,0.865426,0.70726,3.8403,57.450001,0.948947,0.164495,0.15414,0.127699,0.00897,1.2002
2010-06-02,1.9306,0.634035,2.3108,0.81706,0.6825899999999999,0.010847,1.1969,0.73055,0.8656510000000001,0.70706,3.844,58.259997999999996,0.962649,0.164474,0.154605,0.12831900000000002,0.00886,1.1879
2010-06-03,1.9282,0.631154,2.3148,0.82173,0.68334,0.010796,1.2021,0.72817,0.864977,0.71062,3.8516,58.299999,0.961261,0.163554,0.154817,0.127399,0.008870000000000001,1.1857
2010-06-04,1.9236,0.622704,2.3177,0.83535,0.69166,0.010884,1.205,0.72255,0.860511,0.71813,3.8619,56.889998999999996,0.9420629999999999,0.160976,0.151791,0.124819,0.00909,1.2133
2010-06-07,1.9198,0.62054,2.3313,0.83872,0.69089,0.010927,1.2134,0.7190300000000001,0.860067,0.72134,3.8582,56.77,0.9438770000000001,0.160303,0.14927200000000002,0.123162,0.00916,1.2323
2010-06-08,1.916,0.625274,2.3078,0.8352799999999999,0.69209,0.01094,1.2069,0.7188399999999999,0.8677540000000001,0.72472,3.8766,56.990002000000004,0.954089,0.160924,0.15048699999999998,0.124293,0.00914,1.2104
2010-06-09,1.9195,0.624688,2.3289,0.8338899999999999,0.68738,0.010945,1.2129,0.71541,0.8711709999999999,0.72637,3.8669,56.950001,0.958313,0.161212,0.15116,0.12447899999999999,0.00913,1.2053
2010-06-10,1.9118,0.633914,2.3218,0.82583,0.67988,0.010952,1.2143,0.7228100000000001,0.874676,0.72229,3.8831,57.619999,0.969932,0.16278199999999998,0.154128,0.12659700000000002,0.009040000000000001,1.1798
2010-06-11,1.9105,0.63488,2.2899,0.82549,0.68719,0.010915000000000001,1.2008,0.7267,0.870398,0.71808,3.8832,57.77,0.9686170000000001,0.162909,0.154967,0.12643800000000002,0.009009999999999999,1.1755
2010-06-14,1.9249,0.6350819999999999,2.3164,0.8184600000000001,0.67861,0.010915000000000001,1.2057,0.72458,0.875074,0.71611,3.8591,58.060001,0.967932,0.16433599999999998,0.155337,0.126776,0.00893,1.1648
2010-06-15,1.9252,0.639141,2.3127,0.81175,0.6756800000000001,0.010931999999999999,1.2012,0.72468,0.8819899999999999,0.7159300000000001,3.8597,58.439999,0.975039,0.165659,0.15704,0.128917,0.008870000000000001,1.1571
2010-06-16,1.9218,0.641149,2.3005,0.8122199999999999,0.67861,0.010941,1.1965,0.7227100000000001,0.8844860000000001,0.71834,3.862,58.279999,0.9755149999999999,0.165522,0.15648499999999999,0.128447,0.00889,1.1581
2010-06-17,1.9319,0.640779,2.3114,0.80762,0.67495,0.011008,1.1959,0.71101,0.8996850000000001,0.72659,3.8429,58.09,0.972101,0.166478,0.157117,0.12948199999999999,0.00889,1.1526
2010-06-18,1.9255,0.643998,2.2992,0.80691,0.6743100000000001,0.011025,1.1905,0.71215,0.9025270000000001,0.7280300000000001,3.8574,58.259997999999996,0.9790479999999999,0.166536,0.157381,0.12956700000000002,0.0089,1.1467
2010-06-21,1.9174,0.642385,2.2968,0.81195,0.6775100000000001,0.01099,1.1983,0.71227,0.900495,0.73102,3.8749,58.360001000000004,0.9772299999999999,0.165478,0.155911,0.129159,0.00892,1.1406
2010-06-22,1.9221,0.6388550000000001,2.3176,0.81466,0.67476,0.011045000000000001,1.2071,0.70622,0.903016,0.73558,3.8674,57.639998999999996,0.972668,0.164895,0.154722,0.12846,0.009,1.1457
2010-06-23,1.9349,0.637105,2.3459,0.81175,0.66809,0.011122,1.2147,0.70225,0.905387,0.7348100000000001,3.8417,57.07,0.962464,0.165526,0.15443099999999998,0.12903199999999998,0.00903,1.143
